Id,Dato,Byggeplads adresse,Postnr,Postby,Kommune,Kommunenr,Type,firmaAdresse,Firmanavn,firmaPostnr,Samlet beløb,Timer,Timeløn
617,06-Jan-14,Skolevænget 4,4622,Havdrup,Solrød,269,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"38,221.00",190.0,201.00
618,13-Feb-14,Skolegade 28,7100,Vejle,Vejle,630,Murersvende,,Fruensgaard Byg,,"45,103.00",182.0,248.00
619,24-Mar-14,Peder Skrams Vej 3,9900,Frederikshavn,Frederikshavn,813,Murersvende,,Vendia-Huset A/S,,"111,272.00",340.0,327.00
620,20-Jan-14,Aabenraa,6200,Aabenraa,Aabenraa,580,Murersvende,,Norsgaard,,"71,988.00",300.0,240.00
621,20-Mar-14,Silkeborg,8600,Silkeborg,Silkeborg,740,DE- Bygge/anlægsarbejde,,Aarsleff,,"540,033.00","2,379.0",227.00
622,10-Jan-14,Aars,9600,Aars,Vesthimmerland,820,Murersvende,,Murerfirmaet Henriksen & Madsen,,"61,722.00",228.0,271.00
623,23-Jan-14,Erslev,7950,Erslev,Morsø,773,BYG- Bygge/anlægsarbejde,,Byggefirmaet Knudsgaard,,"322,034.00","1,530.0",210.00
624,31-Mar-14,Esbjerg,6700,Esbjerg,Esbjerg,561,DE- Bygge/anlægsarbejde,,,,"144,448.00",590.0,245.00
625,06-Feb-14,Søndermarksvej,4000,Roskilde,Roskilde,265,Murersvende,,H. Nielsen & Søn A/S,,"209,838.00",900.0,233.00
626,26-Mar-14,Gedskovvej 103,5300,kerteminde,Kerteminde,440,DE- Bygge/anlægsarbejde,,hansson&knudsen,,"917,827.00","4,249.0",216.00
627,09-Jan-14,Hammeren,7900,Nykøbing,Morsø,773,Murersvende,,Witte Byg,,"88,888.00",404.0,220.00
628,14-Jan-14,Skanderborg,8660,Skanderborg,Skanderborg,746,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"56,296.00",239.0,236.00
629,20-Jan-14,Plantagevej,6330,Padborg,Aabenraa,580,Murersvende,,Brdr. Meyenburg,,"8,675.00",40.0,217.00
630,06-Jan-14,Yrsavej 6,4000,Roskilde,Roskilde,265,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"51,192.00",238.0,215.00
631,12-Mar-14,Bispehaven 2,9440,Aabybro,Jammerbugt,849,Murersvende,,KFS Boligbyg A/S,,"70,606.00",256.0,275.00
632,06-Mar-14,Hobrovej 437,9200,Aalborg Sv,Aalborg,851,Murersvende,,Lund & Staun A/S,,"497,262.00","4,038.0",123.00
633,31-Jan-14,Ageren 29,4000,Roskilde,Næstved,370,Murersvende,,HHM A/S,,"40,989.00",180.0,228.00
634,20-Jan-14,Rugkobbel,6200,Aabenraa,Aabenraa,580,Murersvende,,Bo Michelsen A/S,,"4,323.00",20.0,216.00
635,31-Mar-14,Sankt Jørgensgade,5000,Odense C,Odense,461,BYG- Bygge/anlægsarbejde,,Hans Jørgensen & Søn Entreprenører A/S,,"322,929.00","1,327.0",243.00
636,23-Jan-14,Tingstrupvej,7700,Thisted,Thisted,787,Murersvende,,Erling Jensen A/S,,"929,204.00","3,840.0",242.00
637,24-Mar-14,Havnegade 30,5800,Nyborg,Nyborg,450,Murersvende,,"Dreier & Co., Nyborg A/S",,"144,011.00",561.0,257.00
638,13-Jan-14,Jernholmen,2650,Hvidovre,Hvidovre,167,Tagpap,,Rationel Tagdækning A/S,,"26,114.00",130.0,201.00
640,09-Jan-14,Materielvej 3,7470,Karup ,Viborg,791,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"112,738.00",551.0,205.00
642,05-Feb-14,Peder Skrams Vej 3,9900,Frederikshavn,Frederikshavn,813,Murersvende,,Vendia Huset A/S,,"43,110.00",162.0,266.00
644,31-Mar-14,Amerikavej,6700,Esbjerg,Esbjerg,561,Tagpap,,Icopal A/S Kolding,,813.00,4.0,203.00
645,20-Jan-14,Aabenrå,6200,Aabenraa,Aabenraa,580,Murersvende,,SCAN - Byg,,208.00,1.0,208.00
646,25-Mar-14,Højstrupvej 9,5200,Odense V,Odense,461,DE- Bygge/anlægsarbejde,,,,"53,776.00",246.0,219.00
647,10-Mar-14,Møllemoseparken 102,3450,Allerød,Allerød,201,Murerarbejdsmænd,,Lind & Risør,,"35,226.00",140.0,252.00
648,23-Jan-14,Erslev,7950,Erslev,Morsø,773,Murersvende,,Erling Jensen A/S,,"112,575.00",503.0,224.00
650,24-Mar-14,Strandvejen,5800,Nyborg,Nyborg,450,Murersvende,,Mørk & Skov ApS,,"29,758.00",99.0,299.00
651,12-Mar-14,Løgten Østervej 34,8541,Skødstrup,Århus,751,Murersvende,,KFS Boligbyg A/S,,"67,159.00",213.0,315.00
652,24-Feb-14,Bispehaven 2,9440,Aabybro,Jammerbugt,849,Murersvende,,KFS Boligbyg A/S,,"34,973.00",116.0,301.00
653,03-Mar-14,Særkærparken 75,7500,Holstebro,Holstebro,661,Tømrerarbejde,,Bjarne Toft,,"35,008.00",160.0,219.00
654,21-Mar-14,Aarhus,8200,Aarhus,Århus,751,DE- Bygge/anlægsarbejde,,NCC,,"2,051,500.00","9,325.0",220.00
655,06-Jan-14,Rævehøjen 4,4000,Roskilde,Roskilde,265,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"42,198.00",173.0,244.00
656,27-Feb-14,Ingemannsvej,4600,Køge,Køge,259,Murerarbejdsmænd,,Lind & Risør,,"27,014.00",106.0,255.00
657,20-Jan-14,Østergade 49,6230,Rødekro,Aabenraa,580,Murersvende,,Rudebeck A/S,,"8,863.00",24.0,377.00
658,23-Jan-14,Fabriksvej,7800,Skive,Skive,779,BYG- Bygge/anlægsarbejde,,Steen Ginnerup,,"8,160.00",40.0,204.00
659,11-Mar-14,Peter Heises Kvater 11.,9700,Brønderslev,Brønderslev,810,Murersvende,,KFS Boligbyg A/S,,"49,540.00",209.0,237.00
660,06-Mar-14,Gyvellunden 32,9600,Aars,Vesthimmerland,820,Murersvende,,Murerfirmaet Henriksen & Madsen,,"245,012.00","1,234.0",199.00
661,27-Mar-14,Rebild Skovhusevej 16,9520,Skørping,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"36,672.00",169.0,217.00
662,04-Feb-14,Graham Bells Vej,8200,Århus N,Århus,751,Murersvende,,Hornum Murer og Entreprenørforretning,,"68,289.00",336.0,203.00
663,29-Jan-14,Gedskovvej 103,5300,kerteminde,Kerteminde,440,Murersvende,,Hansson & Knudsen A/S,,"205,955.00",833.0,247.00
664,18-Mar-14,Fabriksvej,8200,Århus N,Århus,751,Tagpap,,Hetag,,"53,568.00",248.0,216.00
666,06-Feb-14,Jernholmen,2640,Hedehusene,Hvidovre,167,Tagpap,,Rationel Tagdækning A/S,,"17,687.00",87.0,203.00
667,13-Mar-14,Vangen Blok,9400,Nørresundby,Aalborg,851,Murersvende,,MT Højgaard a/s,,"344,745.00","1,347.0",256.00
668,04-Mar-14,Falen 227,5200,Odense V,Odense,461,Murersvende,,E. Christiansen & Søn Tømrer- og Murerfirma ApS,,"56,680.00",178.0,318.00
669,31-Mar-14,Esbjerg,6700,Esbjerg,Esbjerg,561,DE- Bygge/anlægsarbejde,,,,"40,182.00",222.0,181.00
670,23-Jan-14,Sødisbakker,9550,Mariager,Mariagerfjord,846,Murersvende,,Nco Byg A/S,,"390,610.00","1,106.0",353.00
671,14-Jan-14,Århus,8000,Århus,Århus,751,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"163,310.00",725.0,225.00
672,26-Jan-14,Vangen ,9400,Nørresundby,Aalborg,851,Murersvende,,MT Højgaard a/s,,"409,142.00","1,760.0",232.00
673,21-Feb-14,Krügersvej 29,8600,Silkeborg,Silkeborg,740,Murersvende,,Bach Byg A/S,,"14,977.00",47.0,319.00
674,06-Feb-14,Jernholmen,2650,Hvidovre,Hvidovre,167,Tagpap,,Rationel Tagdækning A/S,,"63,417.00",315.0,201.00
675,06-Jan-14,Skolevænget 12,4622,Havdrup,Solrød,269,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"41,435.00",181.0,229.00
676,31-Mar-14,Grindsted,7200,Grindsted,Billund,530,DE- Bygge/anlægsarbejde,,KG Hansen & Sønner,,"203,750.00",939.0,217.00
677,12-Mar-14,Hedesvinget 24,9520,Skørping,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"93,959.00",290.0,324.00
678,31-Mar-14,Kanalen 1,6700,Esbjerg,Esbjerg,561,Tagpap,,Rationel Tagdækning A/S,,"119,917.00",585.0,205.00
679,27-Mar-14,Enebærvej,5200,Ejslstrup,Odense,461,BYG- Bygge/anlægsarbejde,,T.C. Anlæg,,"1,251,542.00","4,865.0",257.00
680,20-Jan-14,Trigesvej 30,6100,Haderslev,Haderslev,510,Murersvende,,Bo Michelsen A/S,,"88,856.00",339.0,262.00
681,10-Mar-14,Møllemoseparken 112,3450,Allerød,Allerød,201,Murerarbejdsmænd,,Lind & Risør,,"36,226.00",145.0,250.00
682,12-Mar-14,Ølsvej 9.,9500,Hobro,Mariagerfjord,846,Murersvende,,KFS Boligbyg A/S,,"87,884.00",268.0,327.00
684,06-Feb-14,Jernholmen,2650,Hvidovre,Hvidovre,167,Tagpap,,Rationel Tagdækning A/S,,"24,790.00",122.0,203.00
685,06-Feb-14,Søndermarksvej,4000,Roskilde,Roskilde,265,Murerarbejdsmænd,,H. Nielsen & Søn A/S,,"72,450.00",314.0,231.00
686,14-Jan-14,Randers,8960,Randers Sø,Randers,730,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"55,957.00",244.0,229.00
687,20-Feb-14,Krügersvej 21,8600,Silkeborg,Silkeborg,740,Murersvende,,Bach Byg A/S,,"12,307.00",40.0,308.00
688,21-Jan-14,Suensonsvej,7500,Holstebro,Holstebro,661,Tømrerarbejde,,Bjarne Toft,,"24,549.00",109.0,225.00
689,12-Mar-14,Grævlingen 8,9530,Støvring,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"173,000.00",850.0,204.00
690,27-Mar-14,Thistedvej 29,9400,Nørresundby,Aalborg,851,Murersvende,,KFS Boligbyg A/S,,"16,831.00",74.0,227.00
691,12-Mar-14,Kastanie Alle 3,9320,Hjallerup,Brønderslev,810,Murersvende,,Vendia-Huset A/S,,"71,589.00",335.0,214.00
692,13-Feb-14,Ærøvej,8800,Viborg,Viborg,791,Murersvende,,Bach Byg A/S,,"10,318.00",32.0,322.00
693,31-Jan-14,Ageren 29,4000,Roskilde,Næstved,370,Murerarbejdsmænd,,HHM A/S,,"30,852.00",136.0,227.00
694,28-Jan-14,Skovlunden,8831,Løgstrup,Viborg,791,Murersvende,,Bach Byg A/S,,"84,299.00",264.0,319.00
695,06-Jan-14,Bolbrovillavej 15,2960,Rungsted Kyst,Hørsholm,223,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"55,424.00",208.0,266.00
696,20-Jan-14,Østergade 49,6230,Rødekro,Aabenraa,580,Murersvende,,Rudebeck A/S,,"6,137.00",20.0,307.00
697,10-Mar-14,Grøftestykkerne,4700,Næstved,Næstved,370,Murersvende,,Lind & Risør,,"35,014.00",139.0,252.00
698,31-Mar-14,Højstrupvej 9,5200,Odense V,Odense,461,BYG- Bygge/anlægsarbejde,,Hans Jørgensen & søn,,"497,916.00","2,210.0",225.00
699,23-Jan-14,Anbækvej 23,8450,Hammel,Favrskov,710,BYG- Bygge/anlægsarbejde,,Steen Ginnerup,,"170,443.00",755.0,226.00
700,11-Mar-14,Industrivej 25,8800,Viborg,Viborg,791,Murersvende,,Murerfirmaet Henriksen & Madsen,,"52,062.00",262.0,199.00
701,31-Mar-14,Fredrik Bajers Vej 5,9220,Aalborg Ø,Aalborg,851,DE- Bygge/anlægsarbejde,,,,"449,920.00","2,368.0",190.00
702,28-Jan-14,Skovlunden,8831,Løgstrup,Viborg,791,Murersvende,,Bach Byg A/S,,"7,664.00",24.0,319.00
703,21-Mar-14,Aarhus,8200,Aarhus,Århus,751,DE- Bygge/anlægsarbejde,,NCC,,"522,600.00","2,613.0",200.00
704,14-Mar-14,Vangen Blok,9400,Nørresundby,Aalborg,851,Murersvende,,MT Højgaard a/s,,"345,237.00","1,347.0",256.00
705,10-Mar-14,Møllemoseparken 142,3450,Allerød,Allerød,201,Murerarbejdsmænd,,Lind & Risør,,"38,226.00",153.0,250.00
706,07-Jan-14,Kanslergade,5000,Odense C,Odense,461,Murersvende,,Axel Poulsen Holding ApS,,"669,839.00","2,559.0",262.00
707,18-Mar-14,Skejby,8200,Aarhus,Århus,751,BYG- Bygge/anlægsarbejde,,RBS,,"513,579.00","1,138.0",451.00
708,20-Mar-14,Gyvellunden 32,9600,Aars,Vesthimmerland,820,Murersvende,,Murerfirmaet Henriksen & Madsen,,"65,267.00",341.0,191.00
709,05-Feb-14,Sdr. Truevej 20. Vebbestrup,9500,Hobro,Mariagerfjord,846,Murersvende,,KFS Boligbyg A/S,,"32,007.00",116.0,276.00
710,19-Feb-14,Ejlstrup,5200,Odense V,Odense,461,BYG- Bygge/anlægsarbejde,,T.C. Anlæg,,"1,251,542.00","4,865.0",257.00
711,23-Jan-14,Skive,7800,Skive,Skive,779,BYG- Bygge/anlægsarbejde,,Steen Ginnerup,,"33,613.00",131.0,257.00
713,20-Jan-14,Grundvigsparken,6400,Sønderborg,Sønderborg,540,Murersvende,,Bo Michelsen A/S,,"190,637.00","1,231.0",155.00
714,20-Jan-14,Skovgårdsparken Aabenraa,6200,Aabenraa,Aabenraa,580,Murersvende,,Brdr. Meyenburg,,"19,985.00",84.0,238.00
715,14-Jan-14,Tværmosevej 10,7830,Vinderup,Holstebro,661,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"671,536.00","2,965.0",226.00
716,09-Jan-14,Erhvervsparken 6,9632,Møldrup,Viborg,791,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"117,297.00",529.0,222.00
717,25-Mar-14,Ringe,5700,Ringe,Svendborg,479,Tagpap,,Phønix tag,,"27,237.00",135.0,202.00
719,10-Jan-14,Kassandravej 30,9210,Aalborg Sø,Aalborg,851,Murersvende,,KFS Boligbyg A/S,,"56,993.00",192.0,296.00
720,05-Feb-14,Flade Rævedalsvej 10,9900,Frederikshavn,Frederikshavn,813,BYG- Bygge/anlægsarbejde,,KFS Boligbyg A/S,,"29,333.00",121.0,243.00
722,15-Jan-14,Lykkegade,9400,Nørresundby,Aalborg,851,Murersvende,,Simonsen & Wendt A/S,,"90,891.00",488.0,186.00
723,09-Jan-14,Søndergade 1,7800,Skive,Skive,779,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"863,603.00","3,923.0",220.00
725,27-Mar-14,Ringe,5750,Ringe,Faaborg-Midtfyn,430,Tagpap,,Phønix tag,,"27,966.00",149.0,188.00
726,31-Jan-14,Dokhavnsvej 15,4400,Kalundborg,Kalundborg,326,Murersvende,,EBC Murerfirma,,"70,570.00",328.0,215.00
727,06-Jan-14,Skovengen 5,2791,Dragør,Dragør,155,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"70,024.00",274.0,256.00
728,31-Mar-14,Esbjerg,6700,Esbjerg,Esbjerg,561,DE- Bygge/anlægsarbejde,,,,"302,500.00","1,137.0",266.00
730,20-Mar-14,Silkeborg,8600,Silkeborg,Silkeborg,740,DE- Bygge/anlægsarbejde,,MTH,,"478,642.00","2,689.0",178.00
731,23-Jan-14,Århus,8200,Århus N,Århus,751,BYG- Bygge/anlægsarbejde,,Steen Ginnerup,,"47,344.00",178.0,266.00
732,10-Mar-14,Møllemoseparken 122,3450,Allerød,Allerød,201,Murerarbejdsmænd,,Lind & Risør,,"37,226.00",150.0,248.00
733,23-Jan-14,Erslev,7950,Erslev,Morsø,773,Murersvende,,AH Byg,,"95,918.00",436.0,220.00
734,09-Jan-14,Søndergade 1,7800,Skive,Skive,779,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"613,212.00","2,700.0",227.00
738,09-Jan-14,Skive,7800,Skive,Skive,779,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"7,567.00",33.0,229.00
739,10-Jan-14,Peter Heises Kvater 11.,9700,Brønderslev,Brønderslev,810,Murersvende,,KFS Boligbyg A/S,,"81,549.00",266.0,306.00
740,14-Jan-14,Søndergade 1,7800,Skive,Skive,779,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"204,012.00","1,660.0",123.00
741,31-Jan-14,Dokhavnsvej 15,6700,Esbjerg,Esbjerg,561,Murerarbejdsmænd,,EBC Murerfirma,,"46,257.00",215.0,215.00
743,09-Jan-14,Tastumvej 18,7850,Stoholm ,Viborg,791,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"107,944.00",482.0,224.00
744,27-Feb-14,Ingemannsvej,4600,Køge,Køge,259,Murersvende,,Lind & Risør,,"37,103.00",145.0,256.00
745,31-Mar-14,Højstrupvej 9,5200,Odense V,Odense,461,BYG- Bygge/anlægsarbejde,,Hans Jørgensen & Søn A/S,,"1,898,510.00","8,460.0",224.00
748,09-Jan-14,Jegstrupvej 9,7800,Skive,Skive,779,DE- Bygge/anlægsarbejde,,Kaj Ove Madsen A/S,,"561,176.00","2,399.0",234.00
749,20-Jan-14,Lynghaven 18,6400,Sønderborg,Sønderborg,540,Murersvende,,,,"31,795.00",150.0,212.00
750,28-Jan-14,Silkeborg,8600,Silkeborg,Silkeborg,740,DE- Bygge/anlægsarbejde,,Aarsleff,,"614,460.00","2,793.0",220.00
751,31-Mar-14,Esbjerg,6700,Esbjerg,Esbjerg,561,Tagpap,,Rationel Tagdækning A/S,,"119,917.00",585.0,205.00
752,24-Feb-14,Sneumvej 30,9340,Asaa,Aalborg,851,Murersvende,,KFS Boligbyg A/S,,"29,262.00",133.0,220.00
754,28-Jan-14,Drøvten 18,9310,Vodskov,Aalborg,851,Murersvende,,KFS Boligbyg A/S,,"30,656.00",118.0,260.00
755,02-Apr-14,Campusvej,5220,Odense Sø,Odense,461,Tagpap,,Phønix,,"33,363.00",167.0,200.00
756,03-Apr-14,Boulevarden 48,7100,Vejle,Vejle,630,Tagpap,,Rationel Tagdækning A/S,,"126,293.00",615.0,205.00
757,03-Apr-14,Uoplyst,2640,Hedehusene,Høje-Taastrup,169,Tagpap,,Rationel Tagdækning A/S,,"3,499.00",16.0,219.00
758,03-Apr-14,Uoplyst,2640,Hedehusene,Høje-Taastrup,169,Tagpap,,Rationel Tagdækning A/S,,"6,691.00",30.0,223.00
759,03-Apr-14,Uoplyst,2640,Hedehusene,Høje-Taastrup,169,Tagpap,,Rationel Tagdækning A/S,,"13,045.00",60.0,217.00
760,03-Apr-14,Uoplyst,7000,Fredericia,Fredericia,607,DE- Bygge/anlægsarbejde,,Hansson & Knudsen,,"123,908.00",606.0,204.00
762,04-Apr-14,Store Trane Gade 22,9240,Nibe,Aalborg,851,Tagpap,,Egon Kjeldsen Tagdækning ApS,,"6,093.00",21.0,290.00
763,04-Apr-14,Vivaldisvej 21-22,9200,Aalborg Sv,Aalborg,851,Murersvende,,Vendia-Huset A/S,,"60,873.00",228.0,267.00
764,04-Apr-14,Mølleskoven 7,9260,Gistrup,Aalborg,851,Tagpap,,Egon Kjeldsen Tagdækning ApS,,"18,033.00",59.0,306.00
765,07-Apr-14,Uoplyst,4000,Roskilde,Roskilde,265,DE- Bygge/anlægsarbejde,,Georg Berg,,"1,896,250.00","9,250.0",205.00
766,07-Apr-14,Uoplyst,4000,Roskilde,Roskilde,265,DE- Bygge/anlægsarbejde,,Georg Berg,,"85,692.00",444.0,193.00
767,07-Apr-14,Grønningen,4200,Slagelse,Slagelse,330,DE- Bygge/anlægsarbejde,,"Peter Christensen, Broby ApS",,"2,301,696.00","10,656.0",216.00
768,07-Apr-14,Uoplyst,2640,Hedehusene,Høje-Taastrup,169,Tagpap,,Rationel Tagdækning A/S,,"471,746.00","2,325.0",203.00
769,07-Apr-14,Uoplyst,2640,Hedehusene,Høje-Taastrup,169,Tagpap,,Rationel Tagdækning A/S,,"19,660.00",98.0,201.00
770,08-Apr-14,Lufthavnsvej 25,9400,Nørresundby,Aalborg,851,Tagpap,,Egon Kjeldsen Tagdækning ApS,,"55,345.00",189.0,293.00
771,09-Apr-14,Hedesvinget 24,9520,Skørping,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"37,654.00",176.0,214.00
772,09-Apr-14,Campusvej,5220,Odense Sø,Odense,461,Tagpap,,Phønix,,"3,008.00",15.0,201.00
774,10-Apr-14,Campusvej,5220,Odense Sø,Odense,461,Tagpap,,Phønix,,"50,204.00",199.0,252.00
775,14-Apr-14,Hulvejen 167 B,9530,Støvring,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"48,030.00",141.0,342.00
776,14-Apr-14,Nejstgårdvej 105,9850,Hirtshals,Hjørring,860,Murersvende,,KFS Boligbyg A/S,,"74,639.00",222.0,336.00
777,14-Apr-14,Grænsevej 47,2650,Hvidovre,Hvidovre,167,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"67,414.00",284.0,237.00
778,14-Apr-14,Præstevænget 1,3500,Værløse,Furesø,190,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"72,878.00",262.0,278.00
779,14-Apr-14,Østervænget 13,4000,Roskilde,Roskilde,265,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"47,144.00",172.0,274.00
780,14-Apr-14,Østervænget 47,4000,Roskilde,Roskilde,265,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"45,997.00",169.0,272.00
781,14-Apr-14,Sverigesvej 16,2800,Lyngby,Lyngby-Taarbæk,173,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"48,420.00",196.0,247.00
782,14-Apr-14,Grønne Vænge,2920,Charlottenlund,Gentofte,157,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"95,417.00",441.0,216.00
783,14-Apr-14,Rolighedsvej 36,3500,Værløse,Furesø,190,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"125,329.00",618.0,203.00
784,14-Apr-14,Skovfryd 2,2800,Lyngby,Lyngby-Taarbæk,173,BYG- Bygge/anlægsarbejde,,Lind & Risør,,"56,524.00",240.0,236.00
785,15-Apr-14,Campusvej,5220,Odense Sø,Odense,461,Tagpap,,Phønix,,"4,161.00",15.0,277.00
786,16-Apr-14,Vesterbrogade 8,8800,Viborg,Viborg,791,Murersvende,,Bach Byg A/S,,"10,846.00",34.0,319.00
788,23-Apr-14,Ringstedgade,4700,Næstved,Næstved,370,DE- Bygge/anlægsarbejde,,Arkil Bro & Beton,,"1,522,500.00","7,500.0",203.00
789,24-Apr-14,Telgårdsparken,5500,Middelfart,Middelfart,410,Murersvende,,Nielsen & Rasmussen A/S,,"30,695.00",137.0,225.00
790,28-Apr-14,Ringstedgade,4700,Næstved,Næstved,370,DE- Bygge/anlægsarbejde,,Arkil Bro & Beton,,"1,522,500.00","7,500.0",203.00
791,28-Apr-14,Humlehaven ,5792,Årslev,Faaborg-Midtfyn,430,Murersvende,,Axel Poulsen Holding ApS,,"676,568.00","2,942.0",230.00
792,29-Apr-14,Humlehaven ,5792,Årslev,Faaborg-Midtfyn,430,Murersvende,,Axel Poulsen Holding ApS,,"81,479.00",324.0,251.00
793,29-Apr-14,Uoplyst,5800,Nyborg,Nyborg,450,Murersvende,,"Dreier & Co., Nyborg A/S",,"144,011.00",561.0,257.00
794,29-Apr-14,Uoplyst,5792,Årslev,Faaborg-Midtfyn,430,Murersvende,,Daugaard Byg A/S,,"66,439.00",232.0,286.00
795,29-Apr-14,Strandvejen  ,5800,Nyborg,Nyborg,450,Murersvende,,Mørk & Skov ApS,,"21,068.00",94.0,224.00
796,29-Apr-14,Prangervej 162,7000,Fredericia,Fredericia,607,Murersvende,,Hansson & Knudsen A/S,,"150,765.00",651.0,232.00
798,02-May-14,Ny Lufthavnsvej 96,9400,Nørresundby,Aalborg,851,DE- Bygge/anlægsarbejde,,"A. Enggaard A/S, Entreprenør- og Byggefirma",,"366,871.00","1,462.0",251.00
799,02-May-14,Ridehusgade,5000,Odense C,Odense,461,Murersvende,,Hansson & Knudsen A/S,,"321,686.00","1,150.0",280.00
800,06-May-14,Strandgårds Allé,5300,Kerteminde,Kerteminde,440,Murersvende,,Axel Poulsen Holding ApS,,"105,559.00",409.0,258.00
801,09-May-14,Uoplyst,5690,Tommerup,Assens,420,Murersvende,,Axel Poulsen Holding ApS,,"165,260.00",575.0,287.00
802,09-May-14,Uoplyst,5792,Årslev,Faaborg-Midtfyn,430,Murersvende,,Daugaard Byg A/S,,"182,527.00",478.0,382.00
803,12-May-14,Campusvej,5220,Odense Sø,Odense,461,Tagpap,,Phønix,,"13,060.00",44.0,297.00
804,12-May-14,Uoplyst,5690,Tommerup,Assens,420,Murersvende,,Axel Poulsen Holding ApS,,"160,463.00",575.0,279.00
805,13-May-14,Fruens Bøge 1,5250,Odense Sv,Odense,461,Murersvende,,Murerfirmaet Nordfyn A/S,,"33,823.00",131.0,258.00
806,15-May-14,Øsretmarken,9600,Aars,Vesthimmerland,820,Murersvende,,Hornum Murer og Entreprenørforretning,,"30,498.00",143.0,214.00
807,19-May-14,Vangen Blok 10 Opgang 1 - 4,9400,Nørresundby,Aalborg,851,Murersvende,,MT Højgaard a/s,,"317,339.00","1,284.0",247.00
808,23-May-14,Nejstgårdsvej ,9850,Hirtshals,Hjørring,860,Murersvende,,KFS.,,"23,026.00",79.0,291.00
809,28-May-14,Hulvejen 167 B,9530,Støvring,Rebild,840,Murersvende,,KFS Boligbyg A/S,,"27,595.00",97.0,284.00
810,28-May-14,Ølsvej 9.,9500,Hobro,Mariagerfjord,846,Murersvende,,KFS Boligbyg A/S,,"34,875.00",126.0,277.00
811,28-May-14,Kronhjortevej 6,8270,Højbjerg,Århus,751,Murersvende,,KFS Boligbyg A/S,,"45,697.00",228.0,200.00
812,29-May-14,Uoplyst,8600,Silkeborg,Silkeborg,740,DE- Bygge/anlægsarbejde,,Aarsleff,,"510,955.00","2,278.0",224.00
814,03-Jun-14,Viggo Juels Vej,9210,Aalborg Sø,Aalborg,851,Murersvende,,Vodskov murer og entreprenørforretning,,"327,185.00",839.0,390.00
815,10-Jun-14,Uoplyst,5200,Odense V,Odense,461,BYG- Bygge/anlægsarbejde,,Hans Jørgensen & Søn,,"251,385.00",918.0,274.00
816,11-Jun-14,Uoplyst,9800,Hjørring,Hjørring,860,DE- Bygge/anlægsarbejde,,Vennelyst,,"46,186.00",270.0,171.00
817,11-Jun-14,Uoplyst,5220,Odense Sø,Odense,461,Murersvende,,Axel Poulsen Holding ApS,,"103,877.00",452.0,230.00
818,11-Jun-14,Hjallesevej 100,5260,Odense S,Odense,461,Tagpap,,Phønix,,"89,156.00",440.0,203.00
819,12-Jun-14,Industrivej 5,9500,Hobro,Viborg,791,Tagpap,,Rationel Tagdækning A/S,,"45,882.00",222.0,207.00
820,12-Jun-14,Tøndervej 8,6230,Rødekro,Aabenraa,580,BYG- Bygge/anlægsarbejde,,Brdr.Meyenburgs byggeforetning,,"37,572.00",131.0,287.00
821,12-Jun-14,Uoplyst,5220,Odense Sø,Odense,461,Murersvende,,Axel Poulsen Holding ApS,,"254,948.00",968.0,264.00
822,12-Jun-14,Uoplyst,7400,Herning,Herning,657,Tagpap,,Phønix Tag Vejle A/S,,"8,272.00",30.0,276.00
823,12-Jun-14,Orla Lermannsvej,6400,Sønderborg,Sønderborg,540,Tagpap,,Syddansk Tagdækning,,"24,000.00",100.0,240.00
824,12-Jun-14,Haervej 20,6372,Bylderup-Bov,Aabenraa,580,Tagpap,,Phønix A/S,,"2,980.00",16.0,186.00
825,12-Jun-14,Solbakken,6500,Vojens,Haderslev,510,Tagpap,,Phønix A/S,,"15,144.00",70.0,216.00
